#	Test data for spherical coordinates computed by Vector.angles()
#
#						π	π/2	π/3	π/4
#						3.141592653590	1.570796326795	1.047197551197	0.785398163397
#
#							azimuth
#	x	y					θ
#	x1	x2				r	Φ1
	1	1				1.414213562373	0.785398163397
	1	0				1.000000000000	0.000000000000
	0	1				1.000000000000	1.570796326795
	0	0				0.000000000000	0.000000000000
	1	-1				1.414213562373	5.497787143782
	-1	1				1.414213562373	2.356194490192
	0	-1				1.000000000000	4.712388980385
	-1	-1				1.414213562373	3.926990816987
#
#	x	y	z				θ	Φ
#	x1	x2	x3			r	Φ1	Φ2
	1	1	1			1.732050807569	0.955316618125	0.785398163397
	2	2	2			3.464101615138	0.955316618125	0.785398163397
	0	0	0			0.000000000000	0.000000000000	0.000000000000
	1	0	0			1.000000000000	0.000000000000	0.000000000000
	0	1	0			1.000000000000	1.570796326795	0.000000000000
	0	0	1			1.000000000000	1.570796326795	1.570796326795
	1	1	0			1.414213562373	0.785398163397	0.000000000000
	1	0	1			1.414213562373	0.785398163397	1.570796326795
	0	1	1			1.414213562373	1.570796326795	0.785398163397
	1	1	-1			1.732050807569	0.955316618125	5.497787143782
#
#	x	y	z	t			θ	Φ
#	x1	x2	x3	x4		r	Φ1	Φ2	Φ3
	1	1	1	0		1.732050807569	0.955316618125	0.785398163397	0.000000000000
	2	2	2	0		3.464101615138	0.955316618125	0.785398163397	0.000000000000
	1	1	1	1		2.000000000000	1.047197551197	0.955316618125	0.785398163397
	2	2	2	2		4.000000000000	1.047197551197	0.955316618125	0.785398163397
	1	0	0	0		1.000000000000	0.000000000000	0.000000000000	0.000000000000
	0	1	0	0		1.000000000000	1.570796326795	0.000000000000	0.000000000000
	0	0	1	0		1.000000000000	1.570796326795	1.570796326795	0.000000000000
	0	0	0	1		1.000000000000	1.570796326795	1.570796326795	1.570796326795
	1	1	0	0		1.414213562373	0.785398163397	0.000000000000	0.000000000000
	0	1	1	0		1.414213562373	1.570796326795	0.785398163397	0.000000000000
	0	0	1	1		1.414213562373	1.570796326795	1.570796326795	0.785398163397
	1	0	0	1		1.414213562373	0.785398163397	1.570796326795	1.570796326795
	1	0	1	0		1.414213562373	0.785398163397	1.570796326795	0.000000000000
	0	1	0	1		1.414213562373	1.570796326795	0.785398163397	1.570796326795
	1	1	1	-1		2.000000000000	1.047197551197	0.955316618125	5.497787143782
	-1	-1	-1	-1		2.000000000000	2.094395102393	2.186276035465	3.926990816987
